0	18.855
1	20.576
2	22.426
3	24.159
4	26.009
5	27.754
6	29.603
7	31.359
8	34.002
9	35.713
10	37.541
11	39.261
12	41.088
13	42.816
14	44.641
15	46.377
16	48.943
17	50.636
18	52.437
19	54.136
20	55.934
21	57.639
22	59.432
23	61.142
24	63.621
25	65.29
26	67.057
27	68.731
28	70.492
29	72.169
30	73.925
31	75.604
32	77.987
33	79.628
34	81.356
35	82.999
36	84.721
37	86.364
38	88.079
39	89.722
40	92.007
41	93.615
42	95.302
43	96.909
44	98.588
45	100.193
46	101.864
47	103.468
48	105.653
49	107.224
50	108.867
51	110.436
52	112.069
53	113.635
54	115.259
55	116.821
56	118.906
57	120.44
58	122.035
59	123.565
60	125.151
61	126.675
62	128.251
63	129.77
64	131.758
65	133.252
66	134.8
67	136.288
68	137.827
69	139.309
70	140.837
71	142.312
72	144.205
73	145.659
74	147.16
75	148.607
76	150.098
77	151.536
78	153.017
79	154.448
80	156.251
81	157.664
82	159.118
83	160.523
84	161.967
85	163.363
86	164.797
87	166.184
88	167.902
89	169.274
90	170.684
91	172.046
92	173.445
93	174.799
94	176.186
95	177.53
96	179.168
97	180.501
98	181.865
99	183.187
100	184.542
101	185.854
102	187.197
103	188.499
104	190.062
105	191.355
106	192.676
107	193.958
108	195.27
109	196.541
110	197.842
111	199.102
112	200.593
113	201.848
114	203.128
115	204.372
116	205.641
117	206.874
118	208.133
119	209.354
120	210.777
121	211.996
122	213.235
123	214.442
124	215.671
125	216.866
126	218.085
127	219.267
128	220.628
129	221.811
130	223.012
131	224.182
132	225.373
133	226.531
134	227.712
135	228.857
136	230.159
137	231.307
138	232.471
139	233.606
140	234.761
141	235.883
142	237.028
143	238.138
144	239.384
145	240.499
146	241.627
147	242.729
148	243.848
149	244.937
150	246.046
151	247.121
152	248.317
153	249.398
154	250.493
155	251.562
156	252.648
157	253.704
158	254.779
159	255.822
160	256.968
161	258.019
162	259.081
163	260.119
164	261.172
165	262.196
166	263.239
167	264.25
168	265.351
169	266.373
170	267.403
171	268.411
172	269.432
173	270.426
174	271.439
175	272.419
176	273.477
177	274.469
178	275.469
179	276.447
180	277.439
181	278.404
182	279.386
183	280.336
184	281.354
185	282.319
186	283.29
187	284.24
188	285.202
189	286.138
190	287.092
191	288.014
192	288.993
193	289.931
194	290.874
195	291.796
196	292.731
197	293.639
198	294.565
199	295.459
200	296.403
201	297.314
202	298.229
203	299.125
204	300.033
205	300.914
206	301.813
207	302.68
208	303.59
209	304.475
210	305.364
211	306.234
212	307.115
213	307.971
214	308.844
215	309.685
216	310.561
217	311.421
218	312.285
219	313.13
220	313.985
221	314.815
222	315.663
223	316.478
224	317.324
225	318.159
226	318.997
227	319.817
228	320.648
229	321.453
230	322.277
231	323.067
232	323.882
233	324.694
234	325.507
235	326.303
236	327.109
237	327.89
238	328.689
239	329.455
240	330.242
241	331.029
242	331.819
243	332.591
244	333.374
245	334.13
246	334.905
247	335.646
248	336.405
249	337.17
250	337.936
251	338.684
252	339.443
253	340.176
254	340.929
255	341.646
256	342.377
257	343.118
258	343.861
259	344.586
260	345.323
261	346.032
262	346.761
263	347.455
264	348.16
265	348.879
266	349.598
267	350.301
268	351.014
269	351.7
270	352.408
271	353.077
272	353.757
273	354.453
274	355.15
275	355.829
276	356.52
277	357.183
278	357.867
279	358.514
280	359.168
281	359.841
282	360.516
283	361.172
284	361.841
285	362.481
286	363.144
287	363.766
288	364.396
289	365.047
290	365.699
291	366.332
292	366.979
293	367.596
294	368.237
295	368.837
296	369.441
297	370.069
298	370.699
299	371.31
300	371.934
301	372.528
302	373.147
303	373.724
304	374.303
305	374.91
306	375.516
307	376.105
308	376.707
309	377.277
310	377.875
311	378.429
312	378.984
313	379.568
314	380.152
315	380.718
316	381.297
317	381.846
318	382.421
319	382.952
320	383.483
321	384.043
322	384.605
323	385.148
324	385.706
325	386.231
326	386.784
327	387.292
328	388.267
329	389.357
330	390.424
331	391.47
332	392.515
333	393.57
334	394.602
335	395.614
336	396.63
337	397.656
338	398.66
339	399.643
340	400.577
341	401.462
342	402.329
343	403.178
344	404.052
345	404.946
346	405.822
347	406.678
348	407.478
349	408.228
350	408.962
351	409.68
352	410.419
353	411.174
354	411.912
355	412.632
356	413.298
357	413.917
358	414.519
359	415.11
360	415.716
361	416.337
362	416.944
363	417.536
364	418.089
365	418.597
366	419.093
367	419.579
